text	label
arresting your opponent in a fight doesn  t make u strong but weak  hakkun	negative
biggest scam in 2019 is pdp presidential campaign in kano they all hired almajiri people	negative
this girl  keh koh matsala na dake shegen iyayi wllhy 	negative
kana samun baki a cikin interview	negative
dama a matsayin dabbobi suke ganin mu especially wannan matar tafi kowa rainin hankali a cikin gwamnatin dadin abun dai baza ku dauwama akan mulkin ba mudai sai dai allah ya kwace mu saboda muna cikin jarabawa 	negative
makaryaci lai muhammad ko lying muhammad 	negative
subhanallah allah ya shirye ki	negative
kina wahalarda boyfriend dinki 	negative
bakauya kina posting in pic in mutum bemasan kinayiba	negative
kun tuna  when northern elders alluded that jonathan  s fight against bh was attack on hausa fulanis	negative
some times i wonder why yan sun raina miki wayo wllhy ko wanne dan shegiya baya kallon laifin dayake ai katawa sai yazo yana tafaman yiwa mutane babatu idan gaskiya xaku fadamata ku bita dm mana a ig 	negative
asides this baba atiku boy obi and osinbajo these other guys are just awful and the fact foreign journalists are watching this is scary	negative
agaskiya mu yan nigeria ana matukar raina mana hankali ai koh kirge ake koya mana da wannan karekaren yawan masu corona a nigeria ai yaci ace kowa ya mallaki kwalin degree a lisaafin na kirge	negative
bring back our ko muyi zanga zangar lumana	negative
baba atiku this is to tell you that we are kanulocked for biafra restoration   no elections in biafra land	negative
duk masu tura kudin nan yan asara nw wlh inda zaka duba matansu da yan matansu ma basu samu hakan ba yanzu maza da mace tayi demand zakaji sunce wai ta cika roko amma ga gardin kato yayi musu rokon kuma sun bashi don asara	negative
duk halinsu daya raina maku sense zasuyii 	negative
a vote for alhaji atiku is a vote for no consequence for wrong doing   it  s a vote for our mumu never do   i won  t partake	negative
ni babban bacon raina shine rashin bet9ja 	negative
gaskia bai kamata ba domin wllh talakawa su suke da bukata fiye da kowa kashiga cikin unguwanni kaga yanda mutane suke rayuwa cikin yunwa  and now kana maganar bayar da 5 billion adai sake tunani mr president	negative
see idiots up and down      you all wish baba  mbuhari death everytime   you call him lifeless	negative
kullum aikin kenan ankashe mutane musaman a arewa amman duk manyan kasa duk sunyi shiru da kudu ne ake wannan rashin mutuncin da yanzu ananan ana cewa buhari ya safka daya adauki dan arewa baisan komai babu wani dan south da fito fili yace wannan kisan da akeyi bai da ceba 	negative
 ni babbar damuwa ta shine 2 weeks ban ganta ba 	negative
zance ba a mana adalci dan abin yafara isar mu wlh mun gaji ga petrol sai hawa yake wlh bashi da imani baya tausayin talakawan arewa me yake mna nan yaxo yayi mna kuka azabe amma ga abin da zai saka mana dashi nan	negative
gsky wannan ptf din dakikai aka hada wlhinba zasu iya shigo da wani hnyr da za a rage wannan coronar ba sai ta hnyr lockdown to gsky dakikai ne basu da amfani a soke ptf din kusan shekara days kun kasa shawo kan corona sai dai kawai ayi ta lockdown gwanatin dakikai	negative
ai kinzuba shedana a film ennan i swear 	negative
im from southern kaduna when theyre killing us we muslims in 2011 you didnt have audacity to speak anything but you did senseless in irrelevance peoples is occurring shegiya tsinannaya kinyi asara wlhy kici gaba dayin magana akai fulani suna kallonki yasin stupid girl 	negative
corona yunwa corona tension gida gida	negative
deji    it  s not just about baba atiku going to america or staying in nigeria   it  s about his thievery and reputation	negative
lol  kawai ki ajiye pic naki sbd duk yadda kika yi bazaki kai yanxu kyau bah  ehee	negative
tunda ba dollars zaa raba bah mey zaije yayi	negative
qarya ce banji alert ba	negative
wai wannan labari suke kawo mana ko kuma hiran su kawai suke you	negative
hhhhh kina ruwa daman ai kudin yahoo ne	negative
bazaku kashe mu a street nan ba wallai	negative
when zaku fara head line mutum 23 sun kamu a abuja couz nasan bbc a abuja take ba kano ba amma kun takurawa kano da yawa 	negative
abunda ke faruwa babu dadi ko kadan dan allah gwamnati da shugabannin dunia su shiga lamarinnan plz 	negative
babare da zaluncinsu dai  kaje auren yarinya akusan kasheka da responsibility wanda baida asali a musullunci 	negative
babu yanda zaai jinin yan uwanmu yana malalakuyi tunanin zamu tayaku murnar democracy day wallahi karyane 	negative
zamu je kuma zamu dawo insha allah idan yaga dama ya kwana a boarder idan kuma har zai tashi toh sai mun dawo gida mun kwana nonsense and ingredients 	negative
kai dawisu is in trouble 	negative
zance ba a mana adalci dan abin yafara isar mu wlh mun gaji ga petrol sai hawa yake wlh bashi da imani baya tausayin talakawan arewa me yake mna nan yaxo yayi mna kuka azabe amma ga abin da zai saka mana dashi nan	negative
lallai ana wata ga wata dafatan baza suyi tax guda biyu 	negative
supporters of baba atiku are fake people rich people and ajebos people who you don’t see everyday	negative
barayin shanu sun kashe mutane 13 a karamar hukumar jibia katsina ltgt  my lg	negative
cewa zakuyi kawai ya fita daka musulunci yan kutmar uba  dole ma nayi unfollow din ku tinda baku da wani tinani	negative
inji uban wa keso na sauka daga mulkin najeriya hala lazy youths 	negative
allah sarki bbu trbiya iyaya suna gani yarinya tayi shigar banza ta tafi school amma koh jikinsu budurwa mai sa hijib yar kauye ce cewa akayi mace ta rufe jikin ta gaba daya amma yanxu ina shigar turawa kawai suma turawa abin da suke fama dashi kina hhhh	negative
tun kafin a haifi uwar mai sabulu take note 	negative
kisa pic na shimana kokin rainashi saboda baki ne	negative
hakika late comer badan azziki bane bazan mantaba antaba yimin kof daya wallahi yadda naji araina kamar namutu amma gashi ina rayuwa cikin kunci dalilin rashin masoyiyata allah sarki mutuniyar kirki baban tane me son abin duniya 	negative
wa iyazubillahi wato a qasar nan ka mutu ma baka tsira ba	negative
ayni gaba daya ta siremin tin sanda naganki a wani film wani katon banza yanata lallatse yan nonuwanki ke kuma ko ajikinki ay naji kawai babu ruwana dake 	negative
almubazzaranci tsantsa wannan kwalliya baata wuce awa bakwai 7 an wanke ta an koma kamalook na asali  abun mamaki kuma shine kashi tamanin 80 na maza irin wannan kwalliya ta make up bata burgesu	negative
for the nigerian presidential debate ezekwesili and durotoye will thrill us with progressive global governance analysis bamusan dogon calculation	negative
next year by this time mbuhari will insha allah be addressed as former president	negative
wato idan yan bandits sunzo sai mu haye bishiyoyinko koh kuma mu labe abayan bishiyoyin koh  toh ka tuna itafa bindiga babu ruwanta da bashiya koina zuwa take koh ka manta training dinka na military ne	negative
innalillahi wainna ilaihirrajiun  wai komai sai ace kano	negative
wlhy amma majority man nyanmu azzalu mai ne kuma barayine suda kansu kawai suka sani suda yaransu 	negative
wtf even is this timeline an zage mu	negative
why would the federal ministry use an american city as a back drop image that is suppose to convince us on buhari infrastructure anya kuwa	negative
this old man she said nigeria guys cima zaune dan mai danna jaa kaje kaduba npowar sunfito inka isa kabasu aiki 	negative
baba waited after may 29 holiday to declare june 12 new democracy day baba like leave ehn	negative
lol  bazamu fasa kiransa dan zaman banza ba	negative
enmatan twitter  kun iya chin mutuncin twitter slay queens	negative
mazan nan duk yan wahala ne kun wani bi sai magana kuke kowa da taohon bakinsa chai chai chai	negative
hmmm musa mai sanaa and sharukhan ehh abinda sukayimiki abisa pic din birthday dinki da kuma dressing din d kkyi matsayinki na musulma bai dacebah but suma kuma laipinsu anan shine bai kamata su shiga social media su miki nasiha ta nan ba yapi kamata sumiki one in one fact 	negative
kryar bn za sae ynxu tunda daake yi sae ynxu xa ayi wni hukunci sbda anyiwa yr south hrda wta majalisa mmttssww	negative
wollah duk idan ka duba fans din mutuminnan wollah duk gidadawane irinshithis guy too mumu abeg 	negative
very unfortunate dama ai mafi yawan su suna amfani da wannan damar ne domin suci zarafin talaka saboda ni shaida ne akan irin wannan mummunar dabiar ta mafi yawan jamian tsaron kasar nan samun damar shigar su aikin tsaro tamkar lasisin cin zarafi ne	negative
this is not proper at all instead ku che ayi mai adduaa shine kuke tambayan wani film dinshi aka fi so tchewwwww too bad	negative
presidentialdebate osinbajo baba no go ooh   na trap peterobi wan use facts and figure kill me buhari who wan go before  i well	negative
lol gaskiya ba karya sun casu	negative
ni abinda ke kara bani mamaki anan shineance wai namijine yayi recorded din bidiyonhow come she take off her clothes agaban namijin da ba maharramintaba sabo allah to be honest the guy leaked the clip was wrong  but her careless was 85 in the incident 	negative
which red lips ke kaurama abu jan baki wallahi labbanki kamat smeagol	negative
gwara hka dama ae ba waazi yakeba larabci yake fassara kawaejahili ne 	negative
 irin wannan abin ne ke saka in qara tabbatar da cewa zamana dan nigeria is by accident something out of my wish	negative
you guys should stop deceiving this guy   all the narratives coined to ease him in has been quashed and obliterated  siyasar bana	negative
bama iya biyan kudin jarrabawa ba maganar gaskiya ganduje azzalumi ne wlh taya banda zalunci har a shiga azumi ace baa biya yan1 pension albashin wlh ganduje ka kiyayi haduwarka da allah idan ka isa idan ya kiraka kace ba zaka ba 	negative
 ai kasa problem gwamna yari	negative
 haba sai kace ana hauka shine wallai nigeria an raina matasa yoh dan shekara 71 daya kamata ace yana jiran mutuwarsa come n see	negative
wahala dey for our country 	negative
no matter how brilliant the vice president is vp policies and ideas are subject to the presidents fakat	negative
wlh bbc bakuda hankali kenan duk abunda ke faruwa a arewacin nigeria baku gani ba ya allah kanunawa iftala in dake faruwa a arewa pratically dan sayyidil sadati	negative
koh kunya baya ji amma an kasa ganin shi wajen janaiza shame wllh	negative
yanzu meye amfanin wanann labarin kayan tada zuciya da amai gross  toh allah ya tarwatsa duk wanda yakeso yayi implementing din wannan balain	negative
wallahi you have failed usthis not what you promised uskana kallon yanda ake kashe mutane kamar kiyashsuda banxa duk daya suke a wajenka wallahi ko yau ka mutu allah saiya mana hisabi da kai	negative
looters hate baba because his achievements are embarassing them	negative
zance ba a mana adalci dan abin yafara isar mu wlh mun gaji ga petrol sai hawa yake wlh bashi da imani baya tausayin talakawan arewa me yake mna nan yaxo yayi mna kuka azabe amma ga abin da zai saka mana dashi nan	negative
next level nada dadi wasu suna tunanin masu kudi zaci ubansu 	negative
bahaushe yache tsuntsun daya ja ruwa shi ruwa kan doka in banda asara irin taku a matsayinku na yayan musulmai hausawa ache wai mace baliga tazo gaban wani da namiji tayi tsirara innalillahi  wai a haka kuke claiming wai tarbiya kuke bayarwa ga irin tanan munga irin tarbiyar	negative
eu chief observer at mfa to discuss the final report on the election ahead of the public presentation of the report  wai mu komai zamusa turawa ne	negative
masu hawa aero suna ruwa	negative
ya allah na rogyeka don martabar annabin rahama muhammadu rasulillahi sallallahu alaihiwasallamka wahalar dashi sosai kukuma dauki rayuwarsa cikin wahala amin	negative
instead of all this stupidity  your mates yanzu suna gidan miji aure in anyi magana kuche ai aure nuhin allah na tho ko cikin fans dinki babu mai iya aurenki balle wanda zaki biya ya aureki repent	negative
baba atiku campaign spokesperson in a debate with fkeyamo when they throw all those lies and false narratives on twitter	negative
fatima mamman daura kin ci durin uwarki general public excuse my foul language pls munafuka irin taki wai shin ba sanadiyan buhari yasa kuke shigan villa ba waye munafiki a qasar nan da yafi mamman daura ashe de gidan taku duk sheidanu ne kam opportunist iran ki	negative
zai rame kuwa director saboda kawanta bata yinsa mu masu kallo bama yinsa still mamanta mah hka saura kai kabamu hadin kai kawai	negative
 ai dama abinda ka koyawa wani yayi ko kasa aci mutuncin wani to wataran kanka zai zo shiyasa shata yace idan zaka gina ramin mugunta ka gina dan karami gudan ka fada americasorry	negative
ai bawai yau kika fara babanza ma irinki kawai  ni daman wlhy yan film basu taba birgeni bama bawai abin mamaki bne dan kinyi haka wlhyy nikam banga laifinki bah zakici ubanki kuwa rana gobe qiyama ai	negative
pmb is the problem not apc but thank allah no man can decide another mans fate	negative
i was not elected by my people to complain but to work  president of ghana  ado akufo   can we say the same thing about our own baba	negative
     next level kenan kowa yana ji a jikin sa dama ya ce waadin mulkin sa na biyu zai zamo mai tsauri	negative
